Frame,X,Y,movement type
1017,388.49984,225.50016,L
1018,389.50016,222.99984,P
1019,390.49984,218.49984,P
1020,392.49984,214.5,L
1021,393.50016,211.5,P
1022,395.50016,207.99984,L
1023,396.49984,211.5,P
1024,397.50016,215.00016,L
1025,399.50016,219,LP
1026,400.49984,222.50016,L
1027,401.50016,225.50016,P
1028,403.50016,229.5,L
1029,404.49984,232.5,P
1030,405.50016,236.49984,LP
1031,407.50016,240,L
1032,408.49984,243.50016,P
1033,409.50016,248.00016,L
1034,411.50016,250.5,P
1035,412.49984,255,L
1036,413.50016,257.49984,P
1037,415.50016,261.50016,L
1038,416.49984,264.50016,P
1039,417.50016,268.5,LP
1040,419.50016,271.5,P
1041,420.49984,275.49984,P
1042,422.49984,279.99984,L
1043,423.50016,282.99984,P
1044,424.49984,286.5,L
1045,426.49984,289.5,P
1046,427.50016,294,L
1047,428.49984,296.49984,P
1048,430.49984,300.50016,P
1049,431.50016,305.00016,L
1050,432.49984,307.5,P
1051,434.49984,312,L
1052,435.50016,314.49984,P
1053,436.49984,318.99984,L
1054,438.49984,321.50016,P
1055,439.50016,325.5,LP
1056,440.49984,328.5,P
1057,442.49984,332.49984,L
1058,443.50016,336.50016,L
1059,444.49984,339.50016,P
1060,446.49984,344.00016,L
1061,447.50016,347.00016,P
1062,449.50016,350.49984,L
1063,450.49984,353.49984,P
1064,451.50016,357.50016,LP
1065,453.50016,360.50016,P
1066,454.49984,364.5,L
1067,455.50016,368.49984,LP
1068,457.50016,371.49984,P
1069,458.49984,375.99984,L
1070,459.50016,378.50016,P
1071,461.50016,383.00016,L
1072,462.49984,385.5,P
1073,463.50016,389.49984,LP
1074,465.50016,393.50016,L
1075,466.49984,396.50016,L
1076,467.50016,400.5,LP
1077,469.50016,403.5,P
1078,470.49984,408,P
1079,472.49984,410.49984,L
1080,472.49984,410.49984,P
1081,469.50016,403.5,P
1082,467.50016,396.50016,L
1083,464.49984,388.5,PL
1084,462.49984,381.50016,P
1085,460.49984,375,PL
1086,457.50016,369,L
1087,455.50016,362.00016,P
1088,452.49984,354.50016,PL
1089,450.49984,348.50016,L
1090,448.49984,342.50016,LP
1091,445.50016,336.50016,L
1092,443.50016,330.50016,LP
1093,440.49984,324.50016,L
1094,438.49984,318.99984,LP
1095,436.49984,313.5,LP
1096,433.50016,307.5,PL
1097,431.50016,302.49984,LP
1098,428.49984,297.50016,L
1099,426.49984,292.5,PL
1100,424.49984,288,L
1101,421.50016,282.50016,P
1102,419.50016,277.5,PL
1103,416.49984,273.50016,P
1104,414.49984,269.49984,L
1105,412.49984,264.50016,PL
1106,409.50016,260.49984,LP
1107,407.50016,256.5,P
1108,404.49984,253.5,L
1109,402.49984,249.50016,L
1110,400.49984,245.49984,P
1111,397.50016,242.49984,L
1112,395.50016,240,LP
1113,392.49984,236.49984,PL
1114,390.49984,234,L
1115,388.49984,231,L
1116,385.50016,227.49984,PL
1117,383.50016,225.50016,L
1118,380.49984,222.99984,P
1119,378.49984,220.5,PL
1120,376.49984,218.49984,L
1121,373.50016,216.50016,PL
1122,371.50016,215.00016,L
1123,368.49984,212.49984,PL
1124,366.49984,210.50016,P
1125,364.49984,209.49984,L
1126,361.50016,207.99984,P
1127,359.50016,207,L
1128,356.49984,205.5,L
1129,354.49984,204.50016,P
1130,352.49984,203.49984,PL
1131,349.50016,203.49984,L
1132,347.50016,202.5,P
1133,344.49984,202.5,L
1134,342.49984,201.99984,L
1135,340.49984,201.50016,P
1136,337.50016,201.50016,PL
1137,335.50016,201.99984,P
1138,333.50016,202.5,L
1139,330.49984,202.5,PL
1140,328.49984,203.49984,LP
1141,325.50016,203.49984,P
1142,323.50016,204.50016,L
1143,321.50016,205.5,LP
1144,318.49984,206.49984,PL
1145,316.49984,207.99984,L
1146,313.50016,209.49984,LP
1147,311.50016,210.50016,PL
1148,309.50016,212.49984,P
1149,306.49984,214.5,PL
1150,304.49984,216.50016,PL
1151,301.50016,218.49984,LP
1152,299.50016,220.5,L
1153,297.50016,222.50016,P
1154,294.49984,225.50016,LP
1155,292.49984,227.49984,PL
1156,289.50016,230.49984,PL
1157,287.50016,234,LP
1158,285.50016,236.49984,PL
1159,282.49984,240,LP
1160,280.49984,242.49984,PL
1161,277.50016,245.49984,PL
1162,275.50016,249.50016,L
1163,273.50016,253.5,L
1164,270.49984,256.5,P
1165,268.49984,260.49984,L
1166,265.50016,264.50016,L
1167,263.50016,269.49984,LP
1168,261.50016,273.50016,L
1169,258.49984,277.5,P
1170,256.49984,282.50016,L
1171,253.50016,288,LP
1172,251.50016,292.5,P
1173,249.50016,297.50016,L
1174,246.49984,303,LP
1175,244.49984,307.5,P
1176,241.50016,313.5,L
1177,239.50016,318.50016,P
1178,237.50016,324.50016,L
1179,234.49984,330.50016,L
1180,232.49984,336.50016,P
1181,229.50016,342.99984,L
1182,227.50016,348.50016,P
1183,225.50016,354.50016,P
1184,222.49984,362.00016,LP
1185,220.49984,368.49984,L
1186,217.50016,374.49984,P
1187,215.50016,381.50016,LP
1188,213.50016,388.5,L
1189,210.49984,396.50016,LP
1190,208.49984,403.5,L
1191,206.49984,410.49984,P
1192,206.49984,410.49984,L
1193,207.50016,407.00016,LP
1194,208.49984,403.5,L
1195,209.50016,399.99984,LP
1196,210.49984,395.49984,P
1197,211.50016,392.49984,LP
1198,212.49984,388.5,PL
1199,213.50016,385.5,LP
1200,214.49984,381.50016,PL
1201,215.50016,378.50016,PL
1202,216.49984,375.99984,LP
1203,217.50016,372.50016,PL
1204,218.49984,369.50016,P
1205,219.50016,366.99984,L
1206,220.49984,363.50016,PL
1207,221.50016,360.50016,P
1208,222.49984,357.50016,L
1209,223.50016,354.50016,PL
1210,224.49984,352.5,LP
1211,225.50016,349.5,L
1212,226.49984,346.5,P
1213,227.50016,344.49984,L
1214,228.49984,342.99984,L
1215,229.50016,339.50016,P
1216,230.49984,337.5,L
1217,231.50016,336,LP
1218,232.49984,333.50016,PL
1219,233.50016,331.5,PL
1220,234.49984,329.49984,PL
1221,235.50016,327.99984,LP
1222,236.49984,325.5,PL
1223,237.50016,323.49984,L
1224,238.49984,321.50016,P
1225,239.50016,320.49984,L
1226,240.49984,318.50016,P
1227,241.50016,317.49984,L
1228,242.49984,315.50016,P
1229,243.50016,314.49984,PL
1230,244.49984,313.5,L
1231,245.50016,312,P
1232,246.49984,311.00016,L
1233,247.50016,309.50016,PL
1234,248.49984,308.49984,LP
1235,249.50016,307.5,L
1236,250.49984,306.50016,P
1237,251.50016,306.50016,L
1238,252.49984,305.49984,PL
1239,253.50016,304.5,P
1240,254.49984,304.5,L
1241,255.50016,303.50016,P
1242,256.49984,303.99984,L
1243,257.50016,302.49984,P
1244,258.49984,302.49984,PL
1245,259.50016,303,L
1246,260.49984,301.5,P
1247,261.50016,301.5,LP
1248,263.50016,301.5,PL
1249,264.49984,301.5,LP
1250,265.50016,301.5,PL
1251,266.49984,302.49984,LP
1252,267.50016,303,LP
1253,268.49984,303,PL
1254,269.50016,303.99984,L
1255,270.49984,303.99984,P
1256,271.50016,305.00016,L
1257,272.49984,304.5,P
1258,273.50016,305.49984,P
1259,274.49984,306.50016,L
1260,275.50016,306.50016,PL
1261,276.49984,307.5,L
1262,277.50016,308.49984,L
1263,278.49984,309.50016,PL
1264,279.50016,311.00016,L
1265,280.49984,312,L
1266,281.50016,313.5,L
1267,282.49984,314.49984,P
1268,283.50016,315.50016,PL
1269,284.49984,317.49984,LP
1270,285.50016,318.99984,L
1271,286.49984,320.49984,P
1272,287.50016,321.50016,P
1273,288.49984,323.49984,L
1274,289.50016,325.5,PL
1275,290.49984,327.99984,L
1276,291.50016,329.49984,L
1277,292.49984,331.5,L
1278,293.50016,333.50016,P
1279,294.49984,336,L
1280,295.50016,337.5,P
1281,296.49984,339.50016,P
1282,297.50016,342.50016,L
1283,298.49984,345,L
1284,299.50016,346.5,P
1285,300.49984,349.5,L
1286,301.50016,352.5,L
1287,302.49984,354.50016,P
1288,303.50016,357.50016,L
1289,304.49984,360.50016,P
1290,305.50016,363.50016,L
1291,306.49984,366.50016,P
1292,307.50016,369.50016,L
1293,308.49984,372.50016,P
1294,309.50016,375.99984,LP
1295,310.49984,378.50016,L
1296,311.50016,381.50016,P
1297,312.49984,385.5,L
1298,313.50016,388.5,P
1299,314.49984,393,L
1300,315.50016,395.49984,P
1301,316.49984,399.99984,L
1302,317.50016,403.5,LP
1303,318.49984,407.00016,LP
1304,320.49984,410.49984,L
1305,320.49984,410.49984,P
1306,322.49984,402.50016,L
1307,324.49984,393.50016,P
1308,326.49984,385.5,L
1309,328.49984,377.49984,LP
1310,331.50016,369.50016,LP
1311,333.50016,361.5,L
1312,335.50016,353.49984,LP
1313,337.50016,345.50016,P
1314,339.50016,338.49984,LP
1315,342.49984,331.5,L
1316,344.49984,323.49984,P
1317,346.49984,316.5,L
1318,348.49984,309.50016,P
1319,350.49984,303.99984,L
1320,353.50016,296.49984,P
1321,355.50016,290.49984,L
1322,357.50016,283.5,P
1323,359.50016,277.5,P
1324,361.50016,272.00016,L
1325,364.49984,265.5,P
1326,366.49984,260.49984,L
1327,368.49984,254.49984,P
1328,370.49984,249.50016,L
1329,372.49984,243.50016,P
1330,375.50016,239.00016,L
1331,377.50016,233.49984,P
1332,379.50016,228.50016,P
1333,381.50016,224.49984,LP
1334,383.50016,219.50016,P
1335,386.49984,216,L
1336,388.49984,210.50016,P
1337,390.49984,207,LP
1338,392.49984,202.5,PL
1339,394.49984,198.50016,P
1340,397.50016,195.50016,L
1341,399.50016,191.49984,P
1342,401.50016,188.49984,LP
1343,403.50016,184.5,PL
1344,405.50016,181.5,PL
1345,408.49984,178.5,P
1346,410.49984,177,L
1347,412.49984,173.49984,PL
1348,414.49984,170.49984,P
1349,416.49984,168.50016,PL
1350,419.50016,167.00016,LP
1351,421.50016,164.49984,PL
1352,423.50016,162.50016,PL
1353,425.50016,161.00016,LP
1354,427.50016,159,PL
1355,430.49984,157.5,L
1356,432.49984,155.49984,P
1357,434.49984,154.5,PL
1358,436.49984,153.50016,P
1359,438.49984,153,L
1360,441.50016,152.00016,PL
1361,443.50016,152.00016,L
1362,445.50016,150.99984,P
1363,447.50016,150.99984,L
1364,449.50016,149.49984,P
1365,452.49984,150,LP
1366,454.49984,149.49984,P
1367,456.49984,150.50016,P
1368,458.49984,150.50016,P
1369,460.49984,152.00016,P
1370,463.50016,152.00016,L
1371,465.50016,152.49984,P
1372,467.50016,153.50016,LP
1373,469.50016,154.5,L
1374,471.50016,155.49984,P
1375,474.49984,157.5,L
1376,476.49984,159,P
1377,478.49984,160.5,L
1378,480.49984,162.50016,LP
1379,482.49984,164.49984,P
1380,485.50016,167.00016,L
1381,487.50016,168.99984,LP
1382,489.50016,170.49984,P
1383,491.50016,173.49984,LP
1384,493.50016,176.49984,LP
1385,496.49984,178.5,P
1386,498.49984,181.5,L
1387,500.49984,184.5,P
1388,502.49984,188.49984,L
1389,504.49984,192,LP
1390,507.50016,195.50016,L
1391,509.50016,198.99984,P
1392,511.50016,203.00016,L
1393,513.50016,206.49984,P
1394,515.50016,210.50016,P
1395,518.49984,216,L
1396,520.49984,219.50016,P
1397,522.49984,225,L
1398,524.49984,228.50016,L
1399,526.49984,234,P
1400,529.50016,238.5,L
1401,531.50016,243.50016,P
1402,533.50016,249.50016,L
1403,535.50016,255,LP
1404,537.50016,260.49984,L
1405,540.49984,265.5,P
1406,542.49984,272.00016,L
1407,544.49984,277.5,P
1408,546.49984,283.5,L
1409,548.49984,290.49984,LP
1410,551.50016,297,L
1411,553.50016,303.99984,LP
1412,555.50016,309.99984,P
1413,557.50016,316.5,P
1414,559.50016,323.49984,L
1415,562.49984,331.5,LP
1416,564.49984,338.49984,P
1417,566.49984,345.99984,L
1418,568.49984,353.49984,P
1419,570.49984,361.5,L
1420,573.50016,369.50016,P
1421,575.50016,378,LP
1422,577.50016,385.5,L
1423,579.50016,393.50016,P
1424,581.50016,402.50016,L
1425,584.49984,410.49984,P
1426,584.49984,410.49984,L
1427,583.50016,407.00016,L
1428,582.49984,402.50016,P
1429,581.50016,399.99984,L
1430,580.49984,395.49984,PL
1431,579.50016,392.00016,L
1432,578.49984,387.50016,PL
1433,577.50016,384,L
1434,576.49984,379.5,PL
1435,575.50016,375.99984,L
1436,574.49984,371.49984,PL
1437,573.50016,368.00016,L
1438,572.49984,363.50016,PL
1439,571.50016,360,L
1440,570.49984,355.5,P
1441,569.50016,351.99984,L
1442,568.49984,348.50016,LP
1443,567.50016,345,L
1444,566.49984,340.5,PL
1445,565.50016,336.50016,LP
1446,564.49984,332.49984,PL
1447,563.50016,328.5,PL
1448,562.49984,324.50016,P
1449,561.50016,320.49984,L
1450,560.49984,316.5,P
1451,559.50016,312.99984,L
1452,558.49984,308.49984,L
1453,557.50016,304.5,LP
1454,556.49984,300.50016,L
1455,555.50016,296.49984,P
1456,554.49984,293.49984,LP
1457,553.50016,289.5,L
1458,552.49984,285.50016,P
1459,551.50016,282,L
1460,550.49984,277.5,P
1461,549.50016,273.50016,L
1462,548.49984,269.49984,LP
1463,547.50016,265.5,L
1464,546.49984,261.50016,P
1465,545.50016,257.49984,L
1466,544.49984,253.5,P
1467,543.50016,249.99984,L
1468,542.49984,245.49984,P
1469,541.50016,241.5,P
1470,540.49984,239.00016,L
1471,539.50016,234.50016,P
1472,538.49984,230.49984,L
1473,537.50016,226.5,L
1474,536.49984,222.50016,P
1475,535.50016,219,L
1476,534.49984,215.00016,L
1477,533.50016,210.50016,L
1478,532.49984,207,L
1479,531.50016,202.5,P
1480,530.49984,198.50016,L
1481,529.50016,194.49984,L
1482,528.49984,198.50016,P
1483,527.50016,203.00016,L
1484,526.49984,206.49984,PL
1485,525.50016,210.50016,P
1486,524.49984,215.00016,L
1487,523.50016,218.49984,P
1488,522.49984,222.50016,L
1489,521.50016,226.5,L
1490,520.49984,230.49984,L
1491,519.50016,234.50016,PL
1492,518.49984,239.00016,L
1493,517.50016,241.5,P
1494,516.49984,245.49984,L
1495,515.50016,249.50016,P
1496,514.49984,253.5,L
1497,513.50016,257.49984,P
1498,512.49984,261.50016,L
1499,511.50016,266.00016,LP
1500,510.49984,269.49984,L
1501,509.50016,273.50016,P
1502,508.49984,277.5,L
1503,507.50016,281.49984,P
1504,506.49984,285.50016,L
1505,505.50016,289.5,P
1506,504.49984,293.49984,L
1507,503.50016,297,LP
1508,502.49984,300.50016,L
1509,501.50016,304.5,P
1510,500.49984,308.49984,L
1511,499.50016,312.50016,L
1512,498.49984,316.5,P
1513,497.50016,320.49984,L
1514,496.49984,324.50016,P
1515,495.50016,329.00016,L
1516,494.49984,332.49984,P
1517,493.50016,336.50016,LP
1518,492.49984,340.5,L
1519,491.50016,344.49984,P
1520,490.49984,348.50016,L
1521,489.50016,351.99984,LP
1522,488.49984,355.5,P
1523,487.50016,360,L
1524,486.49984,363.50016,P
1525,485.50016,368.00016,L
1526,484.49984,371.49984,P
1527,483.50016,375.99984,LP
1528,482.49984,379.5,P
1529,481.50016,384,L
1530,480.49984,387.50016,P
1531,479.50016,392.00016,L
1532,478.49984,395.49984,P
1533,477.50016,399.99984,L
1534,476.49984,402.50016,P
1535,475.50016,407.00016,L
1536,474.49984,410.49984,P
1537,474.49984,414.50016,L
1538,474.49984,414.50016,L
1539,472.49984,411.50016,LP
1540,470.49984,408,L
1541,468.49984,403.5,P
1542,466.49984,401.00016,L
1543,464.49984,396.50016,P
1544,462.49984,393.99984,L
1545,460.49984,389.49984,PL
1546,458.49984,385.5,PL
1547,456.49984,382.5,LP
1548,454.49984,378.50016,PL
1549,453.50016,375.99984,L
1550,451.50016,371.49984,PL
1551,449.50016,368.00016,L
1552,447.50016,364.5,LP
1553,445.50016,360.50016,PL
1554,443.50016,357.50016,LP
1555,441.50016,353.49984,L
1556,439.50016,349.5,PL
1557,437.50016,346.5,LP
1558,435.50016,342.99984,L
1559,434.49984,339.50016,P
1560,432.49984,336,L
1561,430.49984,331.5,P
1562,428.49984,328.5,L
1563,426.49984,324.50016,PL
1564,424.49984,321.50016,L
1565,422.49984,317.49984,LP
1566,420.49984,313.5,P
1567,418.49984,310.5,LP
1568,416.49984,306.50016,P
1569,414.49984,303.99984,L
1570,413.50016,299.49984,P
1571,411.50016,296.00016,L
1572,409.50016,292.5,L
1573,407.50016,288.50016,L
1574,405.50016,285.50016,P
1575,403.50016,281.49984,L
1576,401.50016,277.5,L
1577,399.50016,274.5,LP
1578,397.50016,270.99984,L
1579,395.50016,267.50016,P
1580,394.49984,264,L
1581,392.49984,259.5,P
1582,390.49984,256.5,L
1583,388.49984,252.50016,P
1584,386.49984,249.50016,L
1585,384.49984,245.49984,P
1586,382.49984,241.5,L
1587,380.49984,239.00016,P
1588,378.49984,234.50016,P
1589,376.49984,231.99984,L
1590,374.49984,227.49984,P
1591,373.50016,224.00016,L
1592,371.50016,220.5,LP
1593,369.50016,216.50016,L
1594,367.50016,212.49984,P
1595,365.50016,209.49984,L
1596,363.50016,205.5,L
1597,361.50016,202.5,LP
1598,359.50016,198.99984,L
1599,357.50016,194.49984,L
1600,355.50016,191.49984,LP
1601,354.49984,187.5,L
1602,352.49984,192,L
1603,350.49984,194.49984,P
1604,348.49984,198.99984,L
1605,346.49984,202.5,LP
1606,344.49984,205.5,PL
1607,342.49984,209.49984,L
1608,340.49984,212.49984,P
1609,338.49984,216.99984,L
1610,336.49984,220.5,P
1611,334.49984,224.00016,L
1612,333.50016,227.49984,P
1613,331.50016,231.99984,L
1614,329.50016,234.50016,P
1615,327.50016,239.00016,L
1616,325.50016,241.5,P
1617,323.50016,245.49984,LP
1618,321.50016,249.50016,L
1619,319.50016,252.50016,PL
1620,317.50016,256.5,L
1621,315.50016,259.5,P
1622,314.49984,264,L
1623,312.49984,267.50016,LP
1624,310.49984,270.99984,L
1625,308.49984,274.5,P
1626,306.49984,277.5,P
1627,304.49984,281.49984,P
1628,302.49984,285.50016,L
1629,300.49984,288.50016,P
1630,298.49984,292.5,LP
1631,296.49984,296.00016,L
1632,294.49984,299.49984,P
1633,293.50016,303.99984,L
1634,291.50016,306.50016,P
1635,289.50016,310.5,P
1636,287.50016,314.00016,P
1637,285.50016,317.49984,P
1638,283.50016,321.50016,L
1639,281.50016,324.50016,P
1640,279.50016,329.00016,L
1641,277.50016,331.5,P
1642,275.50016,335.49984,LP
1643,274.49984,339.50016,L
1644,272.49984,342.50016,P
1645,270.49984,346.5,LP
1646,268.49984,349.5,P
1647,266.49984,353.49984,LP
1648,264.49984,357.50016,LP
1649,262.49984,360.99984,L
1650,260.49984,364.5,LP
1651,258.49984,368.00016,LP
1652,256.49984,371.49984,P
1653,254.49984,375.99984,L
1654,253.50016,378.50016,P
1655,251.50016,383.00016,L
1656,249.50016,385.5,P
1657,247.50016,389.49984,L
1658,245.50016,393.50016,LP
1659,243.50016,396.50016,P
1660,241.50016,400.5,L
1661,239.50016,403.5,P
1662,237.50016,408,L
1663,235.50016,411.50016,L
1664,234.49984,414.50016,L
1665,234.49984,414.50016,L
1666,234.49984,411.50016,LP
1667,235.50016,408.50016,P
1668,236.49984,405.50016,L
1669,237.50016,402.50016,P
1670,238.49984,399.99984,L
1671,239.50016,396.50016,PL
1672,240.49984,393.50016,LP
1673,240.49984,390.50016,L
1674,241.50016,387.50016,PL
1675,242.49984,384.99984,L
1676,243.50016,381.50016,L
1677,244.49984,378.50016,PL
1678,245.50016,375.99984,L
1679,246.49984,372.50016,PL
1680,247.50016,369.50016,PL
1681,247.50016,366.99984,L
1682,248.49984,363.50016,PL
1683,249.50016,360.50016,LP
1684,250.49984,357.50016,L
1685,251.50016,354.50016,PL
1686,252.49984,351.99984,L
1687,253.50016,348.50016,PL
1688,253.50016,345.50016,PL
1689,254.49984,342.99984,L
1690,255.50016,339.50016,PL
1691,256.49984,336.50016,L
1692,257.50016,333.50016,L
1693,258.49984,330.50016,PL
1694,259.50016,327.99984,L
1695,260.49984,324.50016,PL
1696,260.49984,321.50016,PL
1697,261.50016,318.99984,L
1698,262.49984,315.50016,P
1699,263.50016,312.99984,L
1700,264.49984,309.50016,L
1701,265.50016,306.50016,P
1702,266.49984,303.99984,LP
1703,266.49984,300.50016,L
1704,267.50016,297.50016,P
1705,268.49984,294.99984,L
1706,269.50016,291.50016,P
1707,270.49984,288.50016,L
1708,271.50016,285.50016,L
1709,272.49984,282.50016,P
1710,273.50016,279.99984,LP
1711,273.50016,276.50016,L
1712,274.49984,273.50016,P
1713,275.50016,270.99984,L
1714,276.49984,267.50016,P
1715,277.50016,264.50016,L
1716,278.49984,261.50016,L
1717,279.50016,258.50016,P
1718,279.50016,255.99984,LP
1719,280.49984,252.50016,L
1720,281.50016,249.50016,LP
1721,282.49984,246.50016,L
1722,283.50016,243.50016,L
1723,284.49984,240.50016,LP
1724,285.50016,237.50016,L
1725,286.49984,234.50016,L
1726,286.49984,231.99984,LP
1727,287.50016,228.50016,L
1728,288.49984,225.50016,LP
1729,289.50016,222.50016,L
1730,290.49984,225.50016,L
1731,291.50016,228.50016,PL
1732,292.49984,231.99984,L
1733,292.49984,234.50016,PL
1734,293.50016,237.50016,P
1735,294.49984,240.50016,L
1736,295.50016,243.50016,P
1737,296.49984,246.50016,P
1738,297.50016,249.50016,L
1739,298.49984,252.50016,P
1740,299.50016,255.99984,L
1741,299.50016,258.50016,PL
1742,300.49984,261.50016,LP
1743,301.50016,264.50016,L
1744,302.49984,267.50016,LP
1745,303.50016,270.50016,L
1746,304.49984,273.50016,L
1747,305.50016,276.50016,PL
1748,305.50016,279.99984,L
1749,306.49984,282.50016,PL
1750,307.50016,285.50016,LP
1751,308.49984,288.50016,L
1752,309.50016,291.50016,PL
1753,310.49984,294.99984,L
1754,311.50016,297.99984,L
1755,312.49984,300.50016,PL
1756,312.49984,303.99984,L
1757,313.50016,306.50016,PL
1758,314.49984,309.50016,LP
1759,315.50016,312.50016,L
1760,316.49984,315.50016,PL
1761,317.50016,318.99984,L
1762,318.49984,321.50016,L
1763,318.49984,324.50016,PL
1764,319.50016,327.99984,P
1765,320.49984,330.50016,L
1766,321.50016,333.50016,P
1767,322.49984,336.99984,L
1768,323.50016,339.50016,P
1769,324.49984,342.99984,L
1770,325.50016,345.50016,P
1771,325.50016,348.50016,L
1772,326.49984,351.99984,LP
1773,327.50016,354.50016,P
1774,328.49984,357.50016,L
1775,329.50016,360.50016,LP
1776,330.49984,363.50016,L
1777,331.50016,366.99984,LP
1778,331.50016,369.50016,L
1779,332.49984,372.50016,P
1780,333.50016,375.99984,L
1781,334.49984,378.50016,P
1782,335.50016,381.50016,L
1783,336.49984,384.50016,LP
1784,337.50016,387.50016,L
1785,338.49984,390.50016,LP
1786,338.49984,393.50016,L
1787,339.50016,396.50016,P
1788,340.49984,399.99984,L
1789,341.50016,402.50016,P
1790,342.49984,405.50016,L
1791,343.50016,408.99984,LP
1792,344.49984,411.50016,L
1793,345.50016,414.50016,L
1794,345.50016,414.50016,L
1795,346.49984,410.49984,P
1796,348.49984,407.00016,L
1797,350.49984,402.50016,P
1798,352.49984,398.49984,L
1799,354.49984,394.5,PL
1800,356.49984,390.99984,L
1801,358.49984,385.5,P
1802,360.49984,381.50016,L
1803,362.49984,377.49984,P
1804,364.49984,373.5,PL
1805,366.49984,369.99984,L
1806,368.49984,365.49984,PL
1807,370.49984,361.5,L
1808,372.49984,356.49984,P
1809,374.49984,352.5,L
1810,376.49984,348.50016,PL
1811,378.49984,345,LP
1812,380.49984,340.5,PL
1813,382.49984,336.50016,L
1814,384.49984,332.49984,PL
1815,386.49984,329.00016,L
1816,388.49984,323.49984,P
1817,390.49984,320.00016,L
1818,392.49984,315.50016,PL
1819,394.49984,312,L
1820,396.49984,307.5,L
1821,398.49984,303.99984,L
1822,400.49984,299.49984,L
1823,402.49984,296.00016,L
1824,404.49984,290.49984,P
1825,406.49984,287.00016,L
1826,408.49984,282.50016,P
1827,410.49984,278.49984,L
1828,412.49984,274.5,L
1829,414.49984,270.50016,LP
1830,416.49984,266.49984,L
1831,418.49984,262.5,L
1832,420.49984,257.49984,P
1833,422.49984,253.5,L
1834,424.49984,249.50016,L
1835,426.49984,245.49984,L
1836,428.49984,241.5,L
1837,430.49984,237.50016,P
1838,432.49984,234,L
1839,434.49984,229.5,LP
1840,436.49984,224.49984,L
1841,438.49984,220.5,LP
1842,440.49984,216.50016,L
1843,442.49984,212.49984,LP
1844,444.49984,208.5,L
1845,446.49984,204.50016,P
1846,448.49984,200.49984,L
1847,450.49984,196.5,LP
1848,452.49984,192,L
1849,454.49984,187.5,L
1850,455.50016,192,L
1851,457.50016,196.5,LP
1852,459.50016,200.49984,L
1853,461.50016,204.50016,P
1854,463.50016,208.5,L
1855,465.50016,212.49984,PL
1856,467.50016,216.50016,PL
1857,469.50016,220.5,PL
1858,471.50016,224.49984,PL
1859,473.50016,229.5,L
1860,475.50016,233.49984,PL
1861,477.50016,237.50016,LP
1862,479.50016,241.5,L
1863,481.50016,245.49984,PL
1864,483.50016,249.50016,PL
1865,485.50016,253.5,PL
1866,487.50016,257.49984,PL
1867,489.50016,262.5,L
1868,491.50016,266.49984,P
1869,493.50016,270.99984,L
1870,495.50016,274.5,P
1871,497.50016,278.49984,L
1872,499.50016,282.50016,P
1873,501.50016,287.00016,L
1874,503.50016,290.49984,P
1875,505.50016,296.00016,L
1876,507.50016,299.49984,P
1877,509.50016,303.99984,L
1878,511.50016,307.5,P
1879,513.50016,312,LP
1880,515.50016,315.50016,PL
1881,517.50016,320.00016,LP
1882,519.50016,323.49984,P
1883,521.50016,328.5,L
1884,523.50016,332.49984,PL
1885,525.50016,336.50016,LP
1886,527.50016,340.5,L
1887,529.50016,344.49984,LP
1888,531.50016,348.50016,L
1889,533.50016,352.5,L
1890,535.50016,356.49984,P
1891,537.50016,361.5,L
1892,539.50016,365.49984,PL
1893,541.50016,369.50016,LP
1894,543.50016,373.5,L
1895,545.50016,377.49984,PL
1896,547.50016,381.50016,LP
1897,549.50016,385.5,P
1898,551.50016,390.99984,L
1899,553.50016,394.5,PL
1900,555.50016,399,L
1901,557.50016,402.50016,P
1902,559.50016,407.00016,L
1903,561.50016,410.49984,PL
1904,563.50016,414.99984,LP
1905,565.50016,418.5,L
1906,565.50016,418.5,L
1907,562.49984,416.00016,L
1908,560.49984,411.50016,P
1909,558.49984,408.50016,L
1910,555.50016,404.49984,PL
1911,553.50016,401.00016,L
1912,551.50016,397.5,LP
1913,549.50016,393.50016,L
1914,546.49984,389.49984,P
1915,544.49984,386.49984,L
1916,542.49984,382.5,P
1917,540.49984,379.5,LP
1918,537.50016,375.99984,L
1919,535.50016,371.49984,P
1920,533.50016,368.49984,L
1921,530.49984,364.5,PL
1922,528.49984,360.50016,PL
1923,526.49984,357.50016,L
1924,524.49984,353.49984,L
1925,521.50016,349.5,P
1926,519.50016,346.5,L
1927,517.50016,342.99984,PL
1928,515.50016,339.50016,P
1929,512.49984,336,L
1930,510.49984,331.5,P
1931,508.49984,328.5,L
1932,505.50016,324.50016,LP
1933,503.50016,320.49984,P
1934,501.50016,317.49984,L
1935,499.50016,313.5,P
1936,496.49984,310.5,L
1937,494.49984,306.50016,P
1938,492.49984,303,L
1939,490.49984,299.49984,L
1940,487.50016,296.00016,LP
1941,485.50016,291.50016,L
1942,483.50016,288.50016,LP
1943,480.49984,284.49984,L
1944,478.49984,282,P
1945,476.49984,277.5,P
1946,474.49984,273.50016,L
1947,471.50016,270.99984,P
1948,469.50016,266.49984,P
1949,467.50016,263.00016,L
1950,465.50016,259.5,LP
1951,462.49984,255.99984,L
1952,460.49984,252.50016,LP
1953,458.49984,249,LP
1954,455.50016,244.5,L
1955,453.50016,241.5,LP
1956,451.50016,237.50016,LP
1957,449.50016,233.49984,L
