Frame,Ball Position X,Ball Position Y
1046,489.375,229.4848378
1047,491.4375,234.4449781
1048,493.5,239.567746
1049,495.5625,244.8531414
1050,497.625,250.3011644
1051,499.6875,255.9118149
1052,501.75,261.6850929
1053,503.8125,267.6209985
1054,505.875,273.7195317
1055,507.9375,279.9806924
1056,510,286.4044807
1057,512.0625,292.9908965
1058,514.125,299.7399399
1059,516.1875,306.6516108
1060,518.25,313.7259093
1061,520.3125,320.9628353
1062,522.375,328.3623888
1063,524.4375,335.92457
1064,526.5,343.6493786
1065,528.5625,351.5368149
1066,530.625,359.5868786
1067,532.6875,367.79957
1068,534.75,376.1748888
1069,536.8125,384.7128353
1070,538.875,393.4134093
1071,540.9375,402.2766108
1072,543,411.3024399
1080,543,411.3024399
1081,541.9636364,401.9338448
1082,540.9272727,392.7371506
1083,539.8909091,383.7123572
1084,538.8545455,374.8594647
1085,537.8181818,366.1784729
1086,536.7818182,357.669382
1087,535.7454545,349.3321919
1088,534.7090909,341.1669027
1089,533.6727273,333.1735142
1090,532.6363636,325.3520266
1091,531.6,317.7024399
1092,530.5636364,310.2247539
1093,529.5272727,302.9189688
1094,528.4909091,295.7850845
1095,527.4545455,288.823101
1096,526.4181818,282.0330184
1097,525.3818182,275.4148366
1098,524.3454545,268.9685556
1099,523.3090909,262.6941754
1100,522.2727273,256.5916961
1101,521.2363636,250.6611176
1102,520.2,244.9024399
1103,519.1636364,239.315663
1104,518.1272727,233.900787
1105,517.0909091,228.6578118
1106,516.0545455,223.5867374
1107,515.0181818,218.6875638
1108,513.9818182,213.9602911
1109,512.9454545,209.4049192
1110,511.9090909,205.0214481
1111,510.8727273,200.8098779
1112,509.8363636,196.7702085
1113,508.8,192.9024399
1114,507.7636364,189.2065721
1115,506.7272727,185.6826052
1116,505.6909091,182.330539
1117,504.6545455,179.1503738
1118,503.6181818,176.1421093
1119,502.5818182,173.3057457
1120,501.5454545,170.6412828
1121,500.5090909,168.1487209
1122,499.4727273,165.8280597
1123,498.4363636,163.6792994
1124,497.4,161.7024399
1125,496.3636364,159.8974812
1126,495.3272727,158.2644233
1127,494.2909091,156.8032663
1128,493.2545455,155.5140101
1129,492.2181818,154.3966547
1130,491.1818182,153.4512002
1131,490.1454545,152.6776465
1132,489.1090909,152.0759936
1133,488.0727273,151.6462415
1134,487.0363636,151.3883903
1135,486,151.3024399
1136,484.9636364,151.3883903
1137,483.9272727,151.6462415
1138,482.8909091,152.0759936
1139,481.8545455,152.6776465
1140,480.8181818,153.4512002
1141,479.7818182,154.3966547
1142,478.7454545,155.5140101
1143,477.7090909,156.8032663
1144,476.6727273,158.2644233
1145,475.6363636,159.8974812
1146,474.6,161.7024399
1147,473.5636364,163.6792994
1148,472.5272727,165.8280597
1149,471.4909091,168.1487209
1150,470.4545455,170.6412828
1151,469.4181818,173.3057457
1152,468.3818182,176.1421093
1153,467.3454545,179.1503738
1154,466.3090909,182.330539
1155,465.2727273,185.6826052
1156,464.2363636,189.2065721
1157,463.2,192.9024399
1158,462.1636364,196.7702085
1159,461.1272727,200.8098779
1160,460.0909091,205.0214481
1161,459.0545455,209.4049192
1162,458.0181818,213.9602911
1163,456.9818182,218.6875638
1164,455.9454545,223.5867374
1165,454.9090909,228.6578118
1166,453.8727273,233.900787
1167,452.8363636,239.315663
1168,451.8,244.9024399
1169,450.7636364,250.6611176
1170,449.7272727,256.5916961
1171,448.6909091,262.6941754
1172,447.6545455,268.9685556
1173,446.6181818,275.4148366
1174,445.5818182,282.0330184
1175,444.5454545,288.823101
1176,443.5090909,295.7850845
1177,442.4727273,302.9189688
1178,441.4363636,310.2247539
1179,440.4,317.7024399
1180,439.3636364,325.3520266
1181,438.3272727,333.1735142
1182,437.2909091,341.1669027
1183,436.2545455,349.3321919
1184,435.2181818,357.669382
1185,434.1818182,366.1784729
1186,433.1454545,374.8594647
1187,432.1090909,383.7123572
1188,431.0727273,392.7371506
1189,430.0363636,401.9338448
1190,429,411.3024399
1200,429,411.3024399
1201,427.28,408.350827
1202,425.56,405.3992141
1203,423.84,402.4476012
1204,422.12,399.4959883
1205,420.4,396.5443754
1206,418.68,393.5927625
1207,416.96,390.6411495
1208,415.24,387.6895366
1209,413.52,384.7379237
1210,411.8,381.7863108
1211,410.08,378.8346979
1212,408.36,375.883085
1213,406.64,372.9314721
1214,404.92,369.9798592
1215,403.2,367.0282463
1216,401.48,364.0766334
1217,399.76,361.1250205
1218,398.04,358.1734076
1219,396.32,355.2217947
1220,394.6,352.2701818
1221,392.88,349.3185689
1222,391.16,346.366956
1223,389.44,343.4153431
1224,387.72,340.4637302
1225,386,337.5121173
1226,384.28,334.5605044
1227,382.56,331.6088915
1228,380.84,328.6572786
1229,379.12,325.7056657
1230,377.4,322.7540528
1231,375.68,319.8024399
1232,373.96,316.850827
1233,372.24,313.8992141
1234,370.52,310.9476012
1235,368.8,307.9959883
1236,367.08,305.0443754
1237,365.36,302.0927625
1238,363.64,299.1411495
1239,361.92,296.1895366
1240,360.2,293.2379237
1241,358.48,290.2863108
1242,356.76,287.3346979
1243,355.04,284.383085
1244,353.32,281.4314721
1245,351.6,278.4798592
1246,349.88,275.5282463
1247,348.16,272.5766334
1248,346.44,269.6250205
1249,344.72,266.6734076
1250,343,263.7217947
1251,341.28,260.7701818
1252,339.56,257.8185689
1253,337.84,254.866956
1254,336.12,251.9153431
1255,334.4,248.9637302
1256,332.68,246.0121173
1257,330.96,243.0605044
1258,329.24,240.1088915
1259,327.52,237.1572786
1260,325.8,234.2056657
1261,324.08,231.2540528
1262,322.36,228.3024399
1263,320.64,231.2540528
1264,318.92,234.2056657
1265,317.2,237.1572786
1266,315.48,240.1088915
1267,313.76,243.0605044
1268,312.04,246.0121173
1269,310.32,248.9637302
1270,308.6,251.9153431
1271,306.88,254.866956
1272,305.16,257.8185689
1273,303.44,260.7701818
1274,301.72,263.7217947
1275,300,266.6734076
1276,298.28,269.6250205
1277,296.56,272.5766334
1278,294.84,275.5282463
1279,293.12,278.4798592
1280,291.4,281.4314721
1281,289.68,284.383085
1282,287.96,287.3346979
1283,286.24,290.2863108
1284,284.52,293.2379237
1285,282.8,296.1895366
1286,281.08,299.1411495
1287,279.36,302.0927625
1288,277.64,305.0443754
1289,275.92,307.9959883
1290,274.2,310.9476012
1291,272.48,313.8992141
1292,270.76,316.850827
1293,269.04,319.8024399
1294,267.32,322.7540528
1295,265.6,325.7056657
1296,263.88,328.6572786
1297,262.16,331.6088915
1298,260.44,334.5605044
1299,258.72,337.5121173
1300,257,340.4637302
1301,255.28,343.4153431
1302,253.56,346.366956
1303,251.84,349.3185689
1304,250.12,352.2701818
1305,248.4,355.2217947
1306,246.68,358.1734076
1307,244.96,361.1250205
1308,243.24,364.0766334
1309,241.52,367.0282463
1310,239.8,369.9798592
1311,238.08,372.9314721
1312,236.36,375.883085
1313,234.64,378.8346979
1314,232.92,381.7863108
1315,231.2,384.7379237
1316,229.48,387.6895366
1317,227.76,390.6411495
1318,226.04,393.5927625
1319,224.32,396.5443754
1320,222.6,399.4959883
1321,220.88,402.4476012
1322,219.16,405.3992141
1323,217.44,408.350827
1324,215.72,411.3024399
1325,214,414.2540528
1320,214,414.2540528
1321,215.5169492,409.6438833
1322,217.0338983,405.0337138
1323,218.5508475,400.4235443
1324,220.0677966,395.8133748
1325,221.5847458,391.2032053
1326,223.1016949,386.5930358
1327,224.6186441,381.9828663
1328,226.1355932,377.3726968
1329,227.6525424,372.7625273
1330,229.1694915,368.1523579
1331,230.6864407,363.5421884
1332,232.2033898,358.9320189
1333,233.720339,354.3218494
1334,235.2372881,349.7116799
1335,236.7542373,345.1015104
1336,238.2711864,340.4913409
1337,239.7881356,335.8811714
1338,241.3050847,331.2710019
1339,242.8220339,326.6608324
1340,244.3389831,322.0506629
1341,245.8559322,317.4404935
1342,247.3728814,312.830324
1343,248.8898305,308.2201545
1344,250.4067797,303.609985
1345,251.9237288,298.9998155
1346,253.440678,294.389646
1347,254.9576271,289.7794765
1348,256.4745763,285.169307
1349,257.9915254,280.5591375
1350,259.5084746,275.948968
1351,261.0254237,271.3387985
1352,262.5423729,266.728629
1353,264.059322,262.1184596
1354,265.5762712,257.5082901
1355,267.0932203,252.8981206
1356,268.6101695,248.2879511
1357,270.1271186,243.6777816
1358,271.6440678,239.0676121
1359,273.1610169,234.4574426
1360,274.6779661,229.8472731
1361,276.1949153,225.2371036
1362,277.7118644,220.6269341
1363,279.2288136,216.0167646
1364,280.7457627,211.4065951
1365,282.2627119,206.7964257
1366,283.779661,202.1862562
1367,285.2966102,197.5760867
1368,286.8135593,192.9659172
1369,288.3305085,188.3557477
1370,289.8474576,183.7455782
1371,291.3644068,179.1354087
1372,292.8813559,174.5252392
1373,294.3983051,169.9150697
1374,295.9152542,165.3049002
1375,297.4322034,160.6947307
1376,298.9491525,156.0845612
1377,300.4661017,151.4743918
1378,301.9830508,146.8642223
1379,303.5,142.2540528
1380,305.0169492,146.8642223
1381,306.5338983,151.4743918
1382,308.0508475,156.0845612
1383,309.5677966,160.6947307
1384,311.0847458,165.3049002
1385,312.6016949,169.9150697
1386,314.1186441,174.5252392
1387,315.6355932,179.1354087
1388,317.1525424,183.7455782
1389,318.6694915,188.3557477
1390,320.1864407,192.9659172
1391,321.7033898,197.5760867
1392,323.220339,202.1862562
1393,324.7372881,206.7964257
1394,326.2542373,211.4065951
1395,327.7711864,216.0167646
1396,329.2881356,220.6269341
1397,330.8050847,225.2371036
1398,332.3220339,229.8472731
1399,333.8389831,234.4574426
1400,335.3559322,239.0676121
1401,336.8728814,243.6777816
1402,338.3898305,248.2879511
1403,339.9067797,252.8981206
1404,341.4237288,257.5082901
1405,342.940678,262.1184596
1406,344.4576271,266.728629
1407,345.9745763,271.3387985
1408,347.4915254,275.948968
1409,349.0084746,280.5591375
1410,350.5254237,285.169307
1411,352.0423729,289.7794765
1412,353.559322,294.389646
1413,355.0762712,298.9998155
1414,356.5932203,303.609985
1415,358.1101695,308.2201545
1416,359.6271186,312.830324
1417,361.1440678,317.4404935
1418,362.6610169,322.0506629
1419,364.1779661,326.6608324
1420,365.6949153,331.2710019
1421,367.2118644,335.8811714
1422,368.7288136,340.4913409
1423,370.2457627,345.1015104
1424,371.7627119,349.7116799
1425,373.279661,354.3218494
1426,374.7966102,358.9320189
1427,376.3135593,363.5421884
1428,377.8305085,368.1523579
1429,379.3474576,372.7625273
1430,380.8644068,377.3726968
1431,382.3813559,381.9828663
1432,383.8983051,386.5930358
1433,385.4152542,391.2032053
1434,386.9322034,395.8133748
1435,388.4491525,400.4235443
1436,389.9661017,405.0337138
1437,391.4830508,409.6438833
1438,393,414.2540528
1440,393,414.2540528
1441,394.9059829,406.7969704
1442,396.8119658,399.4684585
1443,398.7179487,392.2685169
1444,400.6239316,385.1971458
1445,402.5299145,378.254345
1446,404.4358974,371.4401146
1447,406.3418803,364.7544546
1448,408.2478632,358.1973649
1449,410.1538462,351.7688457
1450,412.0598291,345.4688968
1451,413.965812,339.2975183
1452,415.8717949,333.2547102
1453,417.7777778,327.3404725
1454,419.6837607,321.5548052
1455,421.5897436,315.8977083
1456,423.4957265,310.3691817
1457,425.4017094,304.9692255
1458,427.3076923,299.6978398
1459,429.2136752,294.5550244
1460,431.1196581,289.5407793
1461,433.025641,284.6551047
1462,434.9316239,279.8980005
1463,436.8376068,275.2694666
1464,438.7435897,270.7695031
1465,440.6495726,266.39811
1466,442.5555556,262.1552873
1467,444.4615385,258.041035
1468,446.3675214,254.0553531
1469,448.2735043,250.1982415
1470,450.1794872,246.4697004
1471,452.0854701,242.8697296
1472,453.991453,239.3983292
1473,455.8974359,236.0554992
1474,457.8034188,232.8412396
1475,459.7094017,229.7555503
1476,461.6153846,226.7984315
1477,463.5213675,223.969883
1478,465.4273504,221.2699049
1479,467.3333333,218.6984972
1480,469.2393162,216.2556599
1481,471.1452991,213.941393
1482,473.0512821,211.7556964
1483,474.957265,209.6985703
1484,476.8632479,207.7700145
1485,478.7692308,205.9700291
1486,480.6752137,204.2986141
1487,482.5811966,202.7557695
1488,484.4871795,201.3414952
1489,486.3931624,200.0557914
1490,488.2991453,198.8986579
1491,490.2051282,197.8700949
1492,492.1111111,196.9701022
1493,494.017094,196.1986798
1494,495.9230769,195.5558279
1495,497.8290598,195.0415464
1496,499.7350427,194.6558352
1497,501.6410256,194.3986945
1498,503.5470085,194.2701241
1499,505.4529915,194.2701241
1500,507.3589744,194.3986945
1501,509.2649573,194.6558352
1502,511.1709402,195.0415464
1503,513.0769231,195.5558279
1504,514.982906,196.1986798
1505,516.8888889,196.9701022
1506,518.7948718,197.8700949
1507,520.7008547,198.8986579
1508,522.6068376,200.0557914
1509,524.5128205,201.3414952
1510,526.4188034,202.7557695
1511,528.3247863,204.2986141
1512,530.2307692,205.9700291
1513,532.1367521,207.7700145
1514,534.042735,209.6985703
1515,535.9487179,211.7556964
1516,537.8547009,213.941393
1517,539.7606838,216.2556599
1518,541.6666667,218.6984972
1519,543.5726496,221.2699049
1520,545.4786325,223.969883
1521,547.3846154,226.7984315
1522,549.2905983,229.7555503
1523,551.1965812,232.8412396
1524,553.1025641,236.0554992
1525,555.008547,239.3983292
1526,556.9145299,242.8697296
1527,558.8205128,246.4697004
1528,560.7264957,250.1982415
1529,562.6324786,254.0553531
1530,564.5384615,258.041035
1531,566.4444444,262.1552873
1532,568.3504274,266.39811
1533,570.2564103,270.7695031
1534,572.1623932,275.2694666
1535,574.0683761,279.8980005
1536,575.974359,284.6551047
1537,577.8803419,289.5407793
1538,579.7863248,294.5550244
1539,581.6923077,299.6978398
1540,583.5982906,304.9692255
1541,585.5042735,310.3691817
1542,587.4102564,315.8977083
1543,589.3162393,321.5548052
1544,591.2222222,327.3404725
1545,593.1282051,333.2547102
1546,595.034188,339.2975183
1547,596.9401709,345.4688968
1548,598.8461538,351.7688457
1549,600.7521368,358.1973649
1550,602.6581197,364.7544546
1551,604.5641026,371.4401146
1552,606.4700855,378.254345
1553,608.3760684,385.1971458
1554,610.2820513,392.2685169
1555,612.1880342,399.4684585
1556,614.0940171,406.7969704
1557,616,414.2540528
1560,616,414.2540528
1561,614.3909091,403.8404991
1562,612.7818182,393.6180197
1563,611.1727273,383.5866148
1564,609.5636364,373.7462842
1565,607.9545455,364.097028
1566,606.3454545,354.6388462
1567,604.7363636,345.3717387
1568,603.1272727,336.2957057
1569,601.5181818,327.410747
1570,599.9090909,318.7168627
1571,598.3,310.2140528
1572,596.6909091,301.9023172
1573,595.0818182,293.7816561
1574,593.4727273,285.8520693
1575,591.8636364,278.1135569
1576,590.2545455,270.5661189
1577,588.6454545,263.2097553
1578,587.0363636,256.044466
1579,585.4272727,249.0702511
1580,583.8181818,242.2871106
1581,582.2090909,235.6950445
1582,580.6,229.2940528
1583,578.9909091,223.0841354
1584,577.3818182,217.0652924
1585,575.7727273,211.2375238
1586,574.1636364,205.6008296
1587,572.5545455,200.1552098
1588,570.9454545,194.9006643
1589,569.3363636,189.8371933
1590,567.7272727,184.9647966
1591,566.1181818,180.2834743
1592,564.5090909,175.7932263
1593,562.9,171.4940528
1594,561.2909091,167.3859536
1595,559.6818182,163.4689288
1596,558.0727273,159.7429784
1597,556.4636364,156.2081024
1598,554.8545455,152.8643007
1599,553.2454545,149.7115734
1600,551.6363636,146.7499205
1601,550.0272727,143.979342
1602,548.4181818,141.3998379
1603,546.8090909,139.0114081
1604,545.2,136.8140528
1605,543.5909091,134.8077718
1606,541.9818182,132.9925652
1607,540.3727273,131.3684329
1608,538.7636364,129.9353751
1609,537.1545455,128.6933916
1610,535.5454545,127.6424825
1611,533.9363636,126.7826478
1612,532.3272727,126.1138875
1613,530.7181818,125.6362015
1614,529.1090909,125.34959
1615,527.5,125.2540528
1616,525.8909091,125.34959
1617,524.2818182,125.6362015
1618,522.6727273,126.1138875
1619,521.0636364,126.7826478
1620,519.4545455,127.6424825
1621,517.8454545,128.6933916
1622,516.2363636,129.9353751
1623,514.6272727,131.3684329
1624,513.0181818,132.9925652
1625,511.4090909,134.8077718
1626,509.8,136.8140528
1627,508.1909091,139.0114081
1628,506.5818182,141.3998379
1629,504.9727273,143.979342
1630,503.3636364,146.7499205
1631,501.7545455,149.7115734
1632,500.1454545,152.8643007
1633,498.5363636,156.2081024
1634,496.9272727,159.7429784
1635,495.3181818,163.4689288
1636,493.7090909,167.3859536
1637,492.1,171.4940528
1638,490.4909091,175.7932263
1639,488.8818182,180.2834743
1640,487.2727273,184.9647966
1641,485.6636364,189.8371933
1642,484.0545455,194.9006643
1643,482.4454545,200.1552098
1644,480.8363636,205.6008296
1645,479.2272727,211.2375238
1646,477.6181818,217.0652924
1647,476.0090909,223.0841354
1648,474.4,229.2940528
1649,472.7909091,235.6950445
1650,471.1818182,242.2871106
1651,469.5727273,249.0702511
1652,467.9636364,256.044466
1653,466.3545455,263.2097553
1654,464.7454545,270.5661189
1655,463.1363636,278.1135569
1656,461.5272727,285.8520693
1657,459.9181818,293.7816561
1658,458.3090909,301.9023172
1659,456.7,310.2140528
1660,455.0909091,318.7168627
1661,453.4818182,327.410747
1662,451.8727273,336.2957057
1663,450.2636364,345.3717387
1664,448.6545455,354.6388462
1665,447.0454545,364.097028
1666,445.4363636,373.7462842
1667,443.8272727,383.5866148
1668,442.2181818,393.6180197
1669,440.6090909,403.8404991
1670,439,414.2540528
1680,439,414.2540528
1681,437.007874,409.1606186
1682,435.015748,404.1480326
1683,433.023622,399.2162947
1684,431.0314961,394.365405
1685,429.0393701,389.5953635
1686,427.0472441,384.9061701
1687,425.0551181,380.2978249
1688,423.0629921,375.7703278
1689,421.0708661,371.3236789
1690,419.0787402,366.9578782
1691,417.0866142,362.6729256
1692,415.0944882,358.4688212
1693,413.1023622,354.345565
1694,411.1102362,350.3031569
1695,409.1181102,346.3415969
1696,407.1259843,342.4608852
1697,405.1338583,338.6610216
1698,403.1417323,334.9420061
1699,401.1496063,331.3038389
1700,399.1574803,327.7465198
1701,397.1653543,324.2700488
1702,395.1732283,320.874426
1703,393.1811024,317.5596514
1704,391.1889764,314.3257249
1705,389.1968504,311.1726466
1706,387.2047244,308.1004165
1707,385.2125984,305.1090345
1708,383.2204724,302.1985007
1709,381.2283465,299.368815
1710,379.2362205,296.6199775
1711,377.2440945,293.9519882
1712,375.2519685,291.364847
1713,373.2598425,288.858554
1714,371.2677165,286.4331091
1715,369.2755906,284.0885124
1716,367.2834646,281.8247639
1717,365.2913386,279.6418635
1718,363.2992126,277.5398113
1719,361.3070866,275.5186073
1720,359.3149606,273.5782514
1721,357.3228346,271.7187437
1722,355.3307087,269.9400841
1723,353.3385827,268.2422727
1724,351.3464567,266.6253095
1725,349.3543307,265.0891944
1726,347.3622047,263.6339275
1727,345.3700787,262.2595088
1728,343.3779528,260.9659382
1729,341.3858268,259.7532158
1730,339.3937008,258.6213415
1731,337.4015748,257.5703154
1732,335.4094488,256.6001375
1733,333.4173228,255.7108077
1734,331.4251969,254.9023261
1735,329.4330709,254.1746926
1736,327.4409449,253.5279073
1737,325.4488189,252.9619702
1738,323.4566929,252.4768812
1739,321.4645669,252.0726404
1740,319.4724409,251.7492478
1741,317.480315,251.5067033
1742,315.488189,251.345007
1743,313.496063,251.2641588
1744,311.503937,251.2641588
1745,309.511811,251.345007
1746,307.519685,251.5067033
1747,305.5275591,251.7492478
1748,303.5354331,252.0726404
1749,301.5433071,252.4768812
1750,299.5511811,252.9619702
1751,297.5590551,253.5279073
1752,295.5669291,254.1746926
1753,293.5748031,254.9023261
1754,291.5826772,255.7108077
1755,289.5905512,256.6001375
1756,287.5984252,257.5703154
1757,285.6062992,258.6213415
1758,283.6141732,259.7532158
1759,281.6220472,260.9659382
1760,279.6299213,262.2595088
1761,277.6377953,263.6339275
1762,275.6456693,265.0891944
1763,273.6535433,266.6253095
1764,271.6614173,268.2422727
1765,269.6692913,269.9400841
1766,267.6771654,271.7187437
1767,265.6850394,273.5782514
1768,263.6929134,275.5186073
1769,261.7007874,277.5398113
1770,259.7086614,279.6418635
1771,257.7165354,281.8247639
1772,255.7244094,284.0885124
1773,253.7322835,286.4331091
1774,251.7401575,288.858554
1775,249.7480315,291.364847
1776,247.7559055,293.9519882
1777,245.7637795,296.6199775
1778,243.7716535,299.368815
1779,241.7795276,302.1985007
1780,239.7874016,305.1090345
1781,237.7952756,308.1004165
1782,235.8031496,311.1726466
1783,233.8110236,314.3257249
1784,231.8188976,317.5596514
1785,229.8267717,320.874426
1786,227.8346457,324.2700488
1787,225.8425197,327.7465198
1788,223.8503937,331.3038389
1789,221.8582677,334.9420061
1790,219.8661417,338.6610216
1791,217.8740157,342.4608852
1792,215.8818898,346.3415969
1793,213.8897638,350.3031569
1794,211.8976378,354.345565
1795,209.9055118,358.4688212
1796,207.9133858,362.6729256
1797,205.9212598,366.9578782
1798,203.9291339,371.3236789
1799,201.9370079,375.7703278
1800,199.9448819,380.2978249
1801,197.9527559,384.9061701
1802,195.9606299,389.5953635
1803,193.9685039,394.365405
1804,191.976378,399.2162947
1805,189.984252,404.1480326
1806,187.992126,409.1606186
1807,186,414.2540528
1800,186,414.2540528
1801,187.3583333,410.8493306
1802,188.7166667,407.5018306
1803,190.075,404.2115528
1804,191.4333333,400.9784972
1805,192.7916667,397.8026639
1806,194.15,394.6840528
1807,195.5083333,391.6226639
1808,196.8666667,388.6184972
1809,198.225,385.6715528
1810,199.5833333,382.7818306
1811,200.9416667,379.9493306
1812,202.3,377.1740528
1813,203.6583333,374.4559972
1814,205.0166667,371.7951639
1815,206.375,369.1915528
1816,207.7333333,366.6451639
1817,209.0916667,364.1559972
1818,210.45,361.7240528
1819,211.8083333,359.3493306
1820,213.1666667,357.0318306
1821,214.525,354.7715528
1822,215.8833333,352.5684972
1823,217.2416667,350.4226639
1824,218.6,348.3340528
1825,219.9583333,346.3026639
1826,221.3166667,344.3284972
1827,222.675,342.4115528
1828,224.0333333,340.5518306
1829,225.3916667,338.7493306
1830,226.75,337.0040528
1831,228.1083333,335.3159972
1832,229.4666667,333.6851639
1833,230.825,332.1115528
1834,232.1833333,330.5951639
1835,233.5416667,329.1359972
1836,234.9,327.7340528
1837,236.2583333,326.3893306
1838,237.6166667,325.1018306
1839,238.975,323.8715528
1840,240.3333333,322.6984972
1841,241.6916667,321.5826639
1842,243.05,320.5240528
1843,244.4083333,319.5226639
1844,245.7666667,318.5784972
1845,247.125,317.6915528
1846,248.4833333,316.8618306
1847,249.8416667,316.0893306
1848,251.2,315.3740528
1849,252.5583333,314.7159972
1850,253.9166667,314.1151639
1851,255.275,313.5715528
1852,256.6333333,313.0851639
1853,257.9916667,312.6559972
1854,259.35,312.2840528
1855,260.7083333,311.9693306
1856,262.0666667,311.7118306
1857,263.425,311.5115528
1858,264.7833333,311.3684972
1859,266.1416667,311.2826639
1860,267.5,311.2540528
1861,268.8583333,311.2826639
1862,270.2166667,311.3684972
1863,271.575,311.5115528
1864,272.9333333,311.7118306
1865,274.2916667,311.9693306
1866,275.65,312.2840528
1867,277.0083333,312.6559972
1868,278.3666667,313.0851639
1869,279.725,313.5715528
1870,281.0833333,314.1151639
1871,282.4416667,314.7159972
1872,283.8,315.3740528
1873,285.1583333,316.0893306
1874,286.5166667,316.8618306
1875,287.875,317.6915528
1876,289.2333333,318.5784972
1877,290.5916667,319.5226639
1878,291.95,320.5240528
1879,293.3083333,321.5826639
1880,294.6666667,322.6984972
1881,296.025,323.8715528
1882,297.3833333,325.1018306
1883,298.7416667,326.3893306
1884,300.1,327.7340528
1885,301.4583333,329.1359972
1886,302.8166667,330.5951639
1887,304.175,332.1115528
1888,305.5333333,333.6851639
1889,306.8916667,335.3159972
1890,308.25,337.0040528
1891,309.6083333,338.7493306
1892,310.9666667,340.5518306
1893,312.325,342.4115528
1894,313.6833333,344.3284972
1895,315.0416667,346.3026639
1896,316.4,348.3340528
1897,317.7583333,350.4226639
1898,319.1166667,352.5684972
1899,320.475,354.7715528
1900,321.8333333,357.0318306
1901,323.1916667,359.3493306
1902,324.55,361.7240528
1903,325.9083333,364.1559972
1904,327.2666667,366.6451639
1905,328.625,369.1915528
1906,329.9833333,371.7951639
1907,331.3416667,374.4559972
1908,332.7,377.1740528
1909,334.0583333,379.9493306
1910,335.4166667,382.7818306
1911,336.775,385.6715528
1912,338.1333333,388.6184972
1913,339.4916667,391.6226639
1914,340.85,394.6840528
1915,342.2083333,397.8026639
1916,343.5666667,400.9784972
1917,344.925,404.2115528
1918,346.2833333,407.5018306
1919,347.6416667,410.8493306
1920,349,414.2540528
1920,349,414.2540528
1921,351,411.0207194
1922,353,407.7873861
1923,355,404.5540528
1924,357,401.3207194
1925,359,398.0873861
1926,361,394.8540528
1927,363,391.6207194
1928,365,388.3873861
1929,367,385.1540528
1930,369,381.9207194
1931,371,378.6873861
1932,373,375.4540528
1933,375,372.2207194
1934,377,368.9873861
1935,379,365.7540528
1936,381,362.5207194
1937,383,359.2873861
1938,385,356.0540528
1939,387,352.8207194
1940,389,349.5873861
1941,391,346.3540528
1942,393,343.1207194
1943,395,339.8873861
1944,397,336.6540528
1945,399,333.4207194
1946,401,330.1873861
1947,403,326.9540528
1948,405,323.7207194
1949,407,320.4873861
1950,409,317.2540528
1951,411,314.0207194
1952,413,310.7873861
1953,415,307.5540528
1954,417,304.3207194
1955,419,301.0873861
1956,421,297.8540528
1957,423,294.6207194
1958,425,291.3873861
1959,427,288.1540528
1960,429,284.9207194
1961,431,281.6873861
1962,433,278.4540528
1963,435,275.2207194
1964,437,271.9873861
1965,439,268.7540528
1966,441,265.5207194
1967,443,262.2873861
1968,445,259.0540528
1969,447,255.8207194
1970,449,252.5873861
1971,451,249.3540528
1972,453,246.1207194
1973,455,242.8873861
1974,457,239.6540528
1975,459,236.4207194
1976,461,233.1873861
1977,463,229.9540528
1978,465,226.7207194
1979,467,223.4873861
1980,469,220.2540528
1981,471,223.4873861
1982,473,226.7207194
1983,475,229.9540528
1984,477,233.1873861
1985,479,236.4207194
1986,481,239.6540528
1987,483,242.8873861
1988,485,246.1207194
1989,487,249.3540528
1990,489,252.5873861
1991,491,255.8207194
1992,493,259.0540528
1993,495,262.2873861
1994,497,265.5207194
1995,499,268.7540528
1996,501,271.9873861
1997,503,275.2207194
1998,505,278.4540528
1999,507,281.6873861
2000,509,284.9207194
2001,511,288.1540528
2002,513,291.3873861
2003,515,294.6207194
2004,517,297.8540528
2005,519,301.0873861
2006,521,304.3207194
2007,523,307.5540528
2008,525,310.7873861
2009,527,314.0207194
2010,529,317.2540528
2011,531,320.4873861
2012,533,323.7207194
2013,535,326.9540528
2014,537,330.1873861
2015,539,333.4207194
2016,541,336.6540528
2017,543,339.8873861
2018,545,343.1207194
2019,547,346.3540528
2020,549,349.5873861
2021,551,352.8207194
2022,553,356.0540528
2023,555,359.2873861
2024,557,362.5207194
2025,559,365.7540528
2026,561,368.9873861
2027,563,372.2207194
2028,565,375.4540528
2029,567,378.6873861
2030,569,381.9207194
2031,571,385.1540528
2032,573,388.3873861
2033,575,391.6207194
2034,577,394.8540528
2035,579,398.0873861
2036,581,401.3207194
2037,583,404.5540528
2038,585,407.7873861
2039,587,411.0207194
2040,589,414.2540528
2040,589,414.2540528
2041,587.6486486,404.9333807
2042,586.2972973,395.7821755
2043,584.9459459,386.800437
2044,583.5945946,377.9881653
2045,582.2432432,369.3453603
2046,580.8918919,360.8720221
2047,579.5405405,352.5681507
2048,578.1891892,344.433746
2049,576.8378378,336.4688081
2050,575.4864865,328.6733369
2051,574.1351351,321.0473325
2052,572.7837838,313.5907949
2053,571.4324324,306.3037241
2054,570.0810811,299.18612
2055,568.7297297,292.2379826
2056,567.3783784,285.4593121
2057,566.027027,278.8501083
2058,564.6756757,272.4103713
2059,563.3243243,266.140101
2060,561.972973,260.0392975
